id,store,customer_type,gender,product_class,qty,total,date,time,pay_method,rating,subtotal,unit_price
389-25-3394,C,Normal,Male,Electronic accessories,5,62.0025,2019-02-17,18:06:00,Cash,9.4,59.05,11.809999999999999
279-62-1445,C,Member,Female,Fashion accessories,1,13.167,2019-02-21,12:38:00,Cash,8.2,12.54,12.54
213-72-6612,A,Normal,Male,Food and beverages,2,90.825,2019-03-20,15:56:00,Cash,6.2,86.5,43.25
746-68-6593,C,Member,Female,Sports and travel,2,183.036,2019-01-11,14:29:00,Credit card,9.7,174.32,87.16
836-82-5858,B,Member,Male,Health and beauty,9,655.5465,2019-01-26,19:14:00,Ewallet,4,624.33,69.37
583-72-1480,C,Member,Male,Electronic accessories,4,155.652,2019-01-31,16:24:00,Ewallet,9.7,148.23999999999998,37.059999999999995
466-61-5506,B,Member,Female,Electronic accessories,6,571.41,2019-02-26,10:52:00,Cash,5.3,544.1999999999999,90.69999999999999
721-86-6247,A,Normal,Female,Home and lifestyle,8,532.728,2019-03-11,12:55:00,Ewallet,7.4,507.35999999999996,63.419999999999995
289-65-5721,B,Normal,Female,Fashion accessories,2,170.877,2019-01-26,19:28:00,Cash,6.5,162.74,81.37
545-46-3100,B,Member,Female,Electronic accessories,3,33.3585,2019-03-12,13:52:00,Credit card,8.7,31.77,10.59
418-02-5978,B,Normal,Female,Health and beauty,9,794.6505,2019-02-11,10:54:00,Cash,8,756.81,84.08999999999999
269-04-5750,B,Member,Male,Fashion accessories,4,310.044,2019-02-21,18:31:00,Cash,6.7,295.28,73.82
157-13-5295,A,Member,Male,Health and beauty,10,545.37,2019-03-09,18:24:00,Ewallet,6.5,519.4,51.94
645-78-8093,A,Normal,Female,Sports and travel,2,195.594,2019-01-20,18:09:00,Ewallet,4.1,186.27999999999997,93.13999999999999
211-30-9270,C,Normal,Male,Health and beauty,5,91.4025,2019-01-28,15:16:00,Credit card,4.9,87.05,17.41
755-12-3214,C,Member,Female,Fashion accessories,5,232.155,2019-03-05,17:07:00,Credit card,8.6,221.1,44.22
346-84-3103,B,Member,Female,Electronic accessories,5,69.405,2019-03-02,19:26:00,Cash,4.3,66.1,13.219999999999999
478-06-7835,A,Normal,Male,Fashion accessories,1,94.1745,2019-01-11,11:20:00,Ewallet,4.9,89.69,89.69
540-11-4336,A,Normal,Male,Food and beverages,9,235.683,2019-01-11,16:49:00,Credit card,5.6,224.45999999999998,24.939999999999998
448-81-5016,A,Normal,Male,Health and beauty,2,125.517,2019-03-11,12:01:00,Credit card,5.8,119.53999999999999,59.769999999999996
142-72-4741,C,Member,Male,Fashion accessories,2,195.72,2019-02-28,18:37:00,Credit card,6,186.39999999999998,93.19999999999999
217-58-1179,A,Member,Male,Home and lifestyle,4,263.13,2019-01-05,11:25:00,Cash,4.2,250.6,62.65
376-02-8238,B,Normal,Male,Home and lifestyle,8,788.508,2019-02-02,18:42:00,Credit card,8.3,750.96,93.87
530-90-9855,A,Member,Male,Home and lifestyle,8,399.756,2019-01-01,14:47:00,Cash,5.7,380.71999999999997,47.589999999999996
866-05-7563,B,Member,Female,Electronic accessories,3,256.41,2019-02-09,19:43:00,Cash,4.8,244.20000000000002,81.4
604-70-6476,A,Member,Male,Fashion accessories,5,94.185,2019-01-23,14:04:00,Ewallet,6.8,89.7,17.94
799-71-1548,A,Member,Male,Electronic accessories,4,326.424,2019-01-07,16:11:00,Credit card,8.8,310.87999999999994,77.71999999999998
785-13-7708,B,Normal,Male,Food and beverages,7,536.991,2019-01-14,19:06:00,Credit card,4.2,511.41999999999996,73.05999999999999
845-51-0542,B,Member,Male,Food and beverages,9,439.8975,2019-02-02,15:34:00,Ewallet,6.4,418.95,46.55
662-47-5456,C,Member,Male,Fashion accessories,10,369.495,2019-03-17,19:06:00,Credit card,8.4,351.9,35.19
883-17-4236,C,Normal,Female,Sports and travel,2,30.219,2019-03-02,19:44:00,Credit card,7.2,28.78,14.39
290-68-2984,A,Normal,Male,Home and lifestyle,4,99.75,2019-03-16,11:22:00,Cash,5.2,95,23.75
704-11-6354,A,Member,Male,Home and lifestyle,8,494.76,2019-01-06,11:23:00,Cash,8.9,471.2,58.9
110-48-7033,B,Member,Male,Fashion accessories,4,137.004,2019-01-29,14:12:00,Cash,9,130.48,32.62
366-93-0948,A,Member,Male,Electronic accessories,1,69.6675,2019-01-31,10:46:00,Credit card,9.7,66.35,66.35
729-09-9681,A,Member,Male,Home and lifestyle,6,163.233,2019-02-05,10:16:00,Ewallet,8.7,155.46,25.91
151-16-1484,A,Member,Male,Electronic accessories,4,135.45,2019-02-13,12:38:00,Ewallet,6.5,128.99999999999997,32.24999999999999
380-94-4661,C,Member,Male,Electronic accessories,4,276.948,2019-02-07,13:05:00,Credit card,6.9,263.76,65.94
850-41-9669,A,Normal,Female,Electronic accessories,9,709.317,2019-03-19,13:25:00,Ewallet,6.2,675.54,75.06
821-07-3596,C,Normal,Female,Fashion accessories,4,69.09,2019-03-07,14:53:00,Ewallet,5.6,65.8,16.45
655-85-5130,B,Member,Female,Fashion accessories,4,160.86,2019-03-13,19:22:00,Cash,5.7,153.20000000000002,38.300000000000004
447-15-7839,A,Member,Female,Sports and travel,10,233.52,2019-02-09,11:00:00,Cash,4.2,222.4,22.240000000000002
154-74-7179,B,Normal,Male,Sports and travel,1,57.1725,2019-02-26,19:24:00,Ewallet,7.9,54.449999999999996,54.449999999999996
253-12-6086,A,Member,Female,Sports and travel,7,723.24,2019-03-12,12:43:00,Credit card,8.7,688.8,98.39999999999999
808-65-0703,C,Normal,Male,Home and lifestyle,4,148.974,2019-03-14,17:22:00,Credit card,6.9,141.88,35.47
571-94-0759,B,Member,Female,Food and beverages,10,783.3,2019-01-08,20:55:00,Cash,9.5,745.9999999999999,74.6
144-51-6085,A,Member,Male,Home and lifestyle,4,297.108,2019-01-05,16:05:00,Credit card,4.4,282.96,70.74
731-14-2199,A,Member,Female,Home and lifestyle,10,373.17,2019-01-04,13:34:00,Ewallet,7,355.4,35.54
783-09-1637,B,Normal,Female,Sports and travel,5,354.0075,2019-03-06,18:13:00,Ewallet,6.3,337.15,67.42999999999999
687-15-1097,C,Member,Female,Health and beauty,2,44.352,2019-01-03,19:17:00,Cash,9.7,42.239999999999995,21.119999999999997
126-54-1082,A,Member,Female,Home and lifestyle,9,203.553,2019-01-07,11:44:00,Credit card,8.8,193.85999999999999,21.54
633-91-1052,A,Normal,Female,Home and lifestyle,2,25.263,2019-01-27,15:51:00,Cash,5.1,24.060000000000002,12.030000000000001
477-24-6490,B,Normal,Female,Health and beauty,6,628.173,2019-02-26,16:52:00,Ewallet,7.9,598.26,99.71
566-19-5475,B,Normal,Male,Fashion accessories,7,352.5795,2019-01-07,20:52:00,Cash,6.2,335.78999999999996,47.96999999999999
526-86-8552,C,Member,Female,Home and lifestyle,10,229.11,2019-01-07,17:36:00,Cash,7.1,218.20000000000002,21.82
376-56-3573,C,Normal,Female,Fashion accessories,4,400.764,2019-02-02,13:23:00,Ewallet,6.4,381.68,95.42
537-72-0426,C,Member,Male,Fashion accessories,10,745.395,2019-03-20,16:28:00,Cash,5.7,709.9,70.99
828-61-5674,A,Member,Male,Sports and travel,10,462.21,2019-03-20,19:57:00,Credit card,9.6,440.2,44.019999999999996
136-08-6195,A,Normal,Female,Home and lifestyle,8,587.664,2019-02-15,17:01:00,Credit card,6.4,559.68,69.96
523-38-0215,C,Normal,Male,Home and lifestyle,1,38.85,2019-03-06,13:29:00,Credit card,7.9,37,37
490-29-1201,A,Normal,Female,Sports and travel,1,16.107,2019-01-06,11:09:00,Cash,6.5,15.339999999999998,15.339999999999998
667-92-0055,A,Member,Male,Health and beauty,6,628.929,2019-03-04,15:02:00,Ewallet,8.5,598.9799999999999,99.82999999999998
565-17-3836,A,Member,Female,Health and beauty,4,200.214,2019-03-12,14:21:00,Cash,9.1,190.67999999999998,47.669999999999995
498-41-1961,B,Normal,Male,Health and beauty,5,350.07,2019-02-20,18:01:00,Cash,7.6,333.4,66.67999999999999
593-95-4461,C,Member,Male,Home and lifestyle,1,78.603,2019-03-24,14:49:00,Cash,6.9,74.85999999999999,74.85999999999999
226-71-3580,C,Normal,Female,Sports and travel,9,224.4375,2019-01-31,12:02:00,Cash,9.5,213.75,23.75
283-79-9594,B,Normal,Female,Food and beverages,7,356.5485,2019-01-25,13:30:00,Credit card,5.2,339.57,48.51
430-60-3493,A,Member,Female,Home and lifestyle,7,697.368,2019-02-03,14:38:00,Cash,4.2,664.16,94.88
139-20-0155,B,Member,Male,Electronic accessories,10,423.15,2019-01-24,17:37:00,Credit card,7,402.99999999999994,40.3
558-80-4082,C,Normal,Male,Electronic accessories,7,204.6975,2019-03-14,17:20:00,Ewallet,6,194.95,27.849999999999998
278-97-7759,A,Member,Female,Electronic accessories,1,65.604,2019-02-18,20:29:00,Cash,4.7,62.48,62.48
316-68-6352,A,Member,Female,Food and beverages,2,76.356,2019-01-21,10:00:00,Cash,7.1,72.71999999999998,36.35999999999999
585-03-5943,B,Normal,Male,Health and beauty,10,190.155,2019-03-13,11:46:00,Ewallet,5.9,181.1,18.11
211-05-0490,C,Member,Female,Electronic accessories,5,272.58,2019-03-03,13:42:00,Cash,7.5,259.59999999999997,51.919999999999995
727-75-6477,C,Normal,Male,Electronic accessories,4,121.128,2019-03-29,14:44:00,Cash,6.4,115.36,28.84
744-02-5987,A,Member,Male,Home and lifestyle,6,493.794,2019-01-10,14:16:00,Ewallet,5.8,470.28,78.38
307-83-9164,A,Member,Male,Home and lifestyle,4,252.042,2019-01-25,15:54:00,Cash,4.5,240.04,60.01
779-06-0012,C,Member,Female,Home and lifestyle,1,93.0405,2019-01-19,10:21:00,Cash,7.7,88.60999999999999,88.60999999999999
446-47-6729,C,Normal,Male,Fashion accessories,2,209.622,2019-01-02,18:09:00,Credit card,6.7,199.64000000000001,99.82000000000001
573-10-3877,B,Member,Male,Health and beauty,1,40.9605,2019-03-12,16:46:00,Credit card,4.7,39.01,39.01
735-06-4124,C,Normal,Male,Food and beverages,1,51.0405,2019-02-25,15:31:00,Cash,4.4,48.61,48.61
439-54-7422,A,Normal,Female,Electronic accessories,4,214.998,2019-03-18,17:15:00,Credit card,4.7,204.76,51.19
396-90-2219,B,Normal,Female,Electronic accessories,8,125.664,2019-02-23,12:29:00,Cash,8.6,119.67999999999999,14.959999999999999
411-77-0180,A,Member,Male,Electronic accessories,7,530.67,2019-03-26,20:14:00,Ewallet,4.3,505.3999999999999,72.19999999999999
286-01-5402,A,Normal,Female,Sports and travel,7,295.6905,2019-03-30,13:22:00,Cash,9.6,281.60999999999996,40.23
803-17-8013,A,Member,Female,Home and lifestyle,8,745.836,2019-02-17,17:09:00,Cash,4.1,710.3199999999999,88.78999999999999
512-98-1403,A,Member,Female,Electronic accessories,3,83.412,2019-03-21,10:40:00,Ewallet,4.7,79.44,26.48
848-42-2560,A,Normal,Female,Fashion accessories,2,172.011,2019-03-05,17:43:00,Cash,7.8,163.82,81.91
532-59-7201,B,Member,Male,Sports and travel,6,503.559,2019-01-31,14:04:00,Cash,5.5,479.58,79.92999999999999
181-94-6432,C,Member,Male,Fashion accessories,2,145.593,2019-02-05,19:05:00,Ewallet,9.7,138.66,69.33
870-76-1733,A,Member,Female,Food and beverages,5,74.7075,2019-02-01,10:08:00,Credit card,4.4,71.14999999999999,14.229999999999999
423-64-4619,A,Member,Female,Health and beauty,9,146.9475,2019-03-07,13:12:00,Cash,5,139.95,15.549999999999999
227-07-4446,C,Member,Female,Electronic accessories,10,820.365,2019-02-10,20:51:00,Cash,4.4,781.3,78.13
174-36-3675,C,Member,Male,Food and beverages,2,208.677,2019-02-14,17:29:00,Cash,5.2,198.73999999999998,99.36999999999999
428-83-5800,C,Member,Female,Food and beverages,3,66.402,2019-02-09,10:25:00,Cash,7.3,63.239999999999995,21.08
603-07-0961,C,Member,Male,Electronic accessories,5,392.6475,2019-01-10,11:34:00,Cash,4.9,373.95,74.78999999999999
704-20-4138,C,Member,Female,Health and beauty,7,218.0745,2019-03-11,18:58:00,Credit card,8.1,207.69,29.669999999999998
787-15-1757,C,Member,Male,Health and beauty,4,185.094,2019-02-18,16:28:00,Ewallet,8.4,176.27999999999997,44.06999999999999
649-11-3678,C,Normal,Female,Food and beverages,9,216.6885,2019-02-26,20:26:00,Cash,5.5,206.37,22.93
622-20-1945,C,Normal,Female,Health and beauty,1,41.391,2019-01-18,15:08:00,Cash,8.4,39.419999999999995,39.419999999999995
372-94-8041,A,Normal,Male,Health and beauty,6,96.138,2019-02-15,18:03:00,Ewallet,9.8,91.56,15.26
563-91-7120,A,Normal,Female,Fashion accessories,5,324.2925,2019-03-08,13:21:00,Cash,6.7,308.85,61.77
746-54-5508,A,Normal,Male,Home and lifestyle,6,135.576,2019-01-17,12:48:00,Credit card,9.4,129.11999999999998,21.519999999999996
276-54-0879,B,Normal,Male,Sports and travel,4,410.508,2019-03-12,19:53:00,Ewallet,6.4,390.96,97.74
815-11-1168,A,Member,Male,Food and beverages,5,523.845,2019-03-09,19:09:00,Cash,5.4,498.9,99.78
719-76-3868,C,Member,Male,Food and beverages,4,395.892,2019-03-12,16:30:00,Cash,8.6,377.03999999999996,94.25999999999999
730-61-8757,B,Member,Male,Health and beauty,4,214.746,2019-01-25,10:11:00,Credit card,4,204.52,51.13
340-66-0321,A,Member,Male,Electronic accessories,4,152.712,2019-03-25,13:07:00,Cash,7.6,145.43999999999997,36.35999999999999
868-81-1752,B,Normal,Male,Home and lifestyle,9,208.089,2019-02-07,18:48:00,Cash,6.8,198.17999999999998,22.019999999999996
634-97-8956,A,Normal,Male,Food and beverages,3,103.635,2019-02-17,17:27:00,Credit card,9.1,98.7,32.9
566-71-1091,A,Normal,Male,Fashion accessories,5,404.355,2019-02-03,15:59:00,Cash,5.5,385.1,77.02000000000001
442-48-3607,A,Member,Male,Food and beverages,2,49.308,2019-03-14,11:21:00,Credit card,7.9,46.96,23.48
835-16-0096,C,Member,Male,Sports and travel,5,77.175,2019-03-24,13:48:00,Ewallet,8.5,73.5,14.7
527-09-6272,A,Member,Female,Electronic accessories,5,149.3625,2019-03-21,10:17:00,Credit card,9.1,142.25,28.45
898-04-2717,A,Normal,Male,Fashion accessories,9,721.98,2019-03-19,15:49:00,Ewallet,7.5,687.6,76.4
692-27-8933,B,Normal,Female,Sports and travel,6,365.085,2019-02-24,13:02:00,Cash,5.2,347.7,57.949999999999996
633-09-3463,C,Normal,Female,Electronic accessories,3,150.0975,2019-03-28,12:58:00,Credit card,9.5,142.95,47.65
374-17-3652,B,Member,Female,Food and beverages,9,404.649,2019-02-05,15:26:00,Credit card,8.9,385.38,42.82
378-07-7001,B,Member,Male,Electronic accessories,3,151.4835,2019-02-10,18:23:00,Credit card,7.8,144.26999999999998,48.089999999999996
433-75-6987,B,Member,Female,Health and beauty,7,411.3795,2019-03-05,19:06:00,Ewallet,8.9,391.78999999999996,55.96999999999999
873-95-4984,B,Member,Female,Health and beauty,7,565.215,2019-02-15,20:21:00,Cash,7.7,538.3,76.89999999999999
416-13-5917,C,Normal,Female,Food and beverages,5,509.4075,2019-01-30,16:24:00,Ewallet,9.3,485.15,97.03
150-89-8043,A,Normal,Male,Sports and travel,3,140.6475,2019-02-14,15:04:00,Cash,6.2,133.95,44.65
135-84-8019,A,Normal,Female,Fashion accessories,9,736.4385,2019-02-27,16:10:00,Ewallet,7.6,701.37,77.93
441-94-7118,A,Member,Male,Electronic accessories,1,75.5475,2019-02-04,12:14:00,Cash,7.3,71.95,71.95
725-96-3778,C,Member,Female,Home and lifestyle,8,749.7,2019-01-20,10:13:00,Cash,4.7,714,89.25
531-80-1784,A,Normal,Male,Electronic accessories,7,191.247,2019-03-28,17:38:00,Cash,5.1,182.14000000000001,26.020000000000003
400-45-1220,B,Normal,Female,Health and beauty,10,141.75,2019-02-27,11:06:00,Credit card,4.8,135,13.5
860-79-0874,C,Member,Female,Fashion accessories,10,1042.65,2019-02-15,14:53:00,Credit card,6.6,993,99.3
834-61-8124,A,Normal,Male,Electronic accessories,7,379.9215,2019-01-26,18:22:00,Cash,5.5,361.83,51.69
115-99-4379,B,Member,Female,Fashion accessories,7,402.2655,2019-03-14,19:02:00,Credit card,8.5,383.10999999999996,54.73
565-67-6697,B,Member,Male,Home and lifestyle,9,255.15,2019-03-02,14:16:00,Cash,4.8,243,27
320-49-6392,C,Normal,Female,Electronic accessories,1,31.752,2019-03-04,15:44:00,Cash,8.4,30.24,30.24
889-04-9723,B,Member,Female,Food and beverages,4,374.388,2019-01-07,12:20:00,Credit card,7.8,356.55999999999995,89.13999999999999
632-90-0281,C,Normal,Female,Fashion accessories,10,394.275,2019-03-08,20:01:00,Credit card,9.3,375.49999999999994,37.55
554-42-2417,C,Normal,Female,Sports and travel,10,1002.12,2019-01-09,13:45:00,Cash,5.2,954.4,95.44
453-63-6187,B,Normal,Male,Electronic accessories,3,86.625,2019-03-01,15:40:00,Ewallet,6.5,82.5,27.5
578-80-7669,B,Normal,Male,Sports and travel,1,78.7185,2019-03-16,16:58:00,Cash,5.6,74.97,74.97
612-36-5536,A,Member,Male,Food and beverages,8,680.064,2019-02-17,11:12:00,Credit card,7.4,647.68,80.96
605-72-4132,C,Normal,Female,Food and beverages,8,793.548,2019-02-27,15:12:00,Cash,9.1,755.76,94.47
471-41-2823,C,Normal,Male,Food and beverages,2,209.559,2019-03-07,20:37:00,Ewallet,8,199.57999999999998,99.78999999999999
462-67-9126,A,Normal,Male,Home and lifestyle,6,461.286,2019-01-21,17:44:00,Cash,7.2,439.32,73.22
272-27-9238,C,Normal,Female,Food and beverages,4,173.208,2019-02-19,16:23:00,Cash,7.1,164.95999999999998,41.239999999999995
834-25-9262,C,Normal,Female,Fashion accessories,4,343.056,2019-01-06,12:12:00,Cash,9.1,326.71999999999997,81.67999999999999
122-61-9553,C,Normal,Female,Electronic accessories,9,484.974,2019-03-14,19:33:00,Cash,5.6,461.88,51.32
468-88-0009,A,Member,Male,Home and lifestyle,4,276.948,2019-03-24,10:29:00,Cash,6,263.76,65.94
613-59-9758,C,Normal,Female,Sports and travel,10,150.78,2019-01-27,14:28:00,Cash,5.4,143.6,14.36
254-31-0042,A,Member,Male,Electronic accessories,9,203.175,2019-03-06,12:46:00,Credit card,7.8,193.5,21.5
201-86-2184,B,Member,Female,Electronic accessories,7,193.011,2019-02-02,19:40:00,Cash,9.9,183.82,26.259999999999998
261-12-8671,B,Normal,Female,Fashion accessories,2,128.016,2019-01-25,19:39:00,Credit card,4.9,121.91999999999999,60.959999999999994
730-70-9830,C,Normal,Female,Home and lifestyle,6,441.693,2019-03-14,17:54:00,Ewallet,5.2,420.65999999999997,70.11
382-25-8917,C,Normal,Male,Fashion accessories,6,265.104,2019-01-29,12:25:00,Cash,8.9,252.47999999999996,42.07999999999999
422-29-8786,A,Normal,Female,Home and lifestyle,5,352.2225,2019-01-03,16:47:00,Credit card,9.1,335.45,67.09
667-23-5919,A,Member,Female,Fashion accessories,5,507.675,2019-01-14,12:52:00,Ewallet,7,483.5,96.7
843-01-4703,B,Member,Female,Home and lifestyle,9,334.341,2019-01-05,19:50:00,Credit card,9.6,318.42,35.38
743-88-1662,C,Normal,Male,Sports and travel,7,701.8515,2019-02-22,18:17:00,Ewallet,8.7,668.43,95.49
595-86-2894,C,Member,Male,Fashion accessories,4,407.316,2019-02-06,17:20:00,Ewallet,9.4,387.91999999999996,96.97999999999999
182-69-8360,B,Normal,Female,Electronic accessories,4,99.33,2019-01-30,13:32:00,Credit card,4,94.6,23.65
289-15-7034,A,Member,Male,Sports and travel,4,345.786,2019-01-11,10:37:00,Credit card,7.5,329.32,82.33
462-78-5240,C,Normal,Female,Electronic accessories,2,55.881,2019-03-19,14:35:00,Cash,4.2,53.22,26.61
868-52-7573,B,Normal,Female,Food and beverages,5,523.3725,2019-01-14,12:09:00,Cash,9.9,498.44999999999993,99.68999999999998
153-58-4872,C,Member,Female,Food and beverages,4,314.538,2019-03-01,15:32:00,Ewallet,4.2,299.56,74.89
662-72-2873,A,Normal,Female,Food and beverages,5,214.935,2019-01-06,13:58:00,Ewallet,9.9,204.7,40.94
525-88-7307,B,Member,Male,Sports and travel,1,79.611,2019-01-31,13:19:00,Cash,5.8,75.82000000000001,75.82000000000001
689-16-9784,C,Normal,Male,Food and beverages,6,294.651,2019-03-11,13:37:00,Cash,6,280.62,46.77
725-56-0833,A,Normal,Female,Health and beauty,10,339.36,2019-02-20,16:49:00,Credit card,10,323.2,32.32
394-41-0748,C,Member,Female,Fashion accessories,9,510.9615,2019-01-27,14:55:00,Ewallet,9.5,486.63,54.07
596-42-3999,B,Normal,Male,Food and beverages,7,133.917,2019-03-10,14:04:00,Credit card,6.6,127.53999999999999,18.22
541-89-9860,C,Member,Female,Fashion accessories,3,253.512,2019-02-15,12:31:00,Cash,8.1,241.44,80.48
173-82-9529,B,Normal,Female,Fashion accessories,10,398.475,2019-01-26,14:51:00,Cash,9.7,379.5,37.95
563-36-9814,A,Member,Male,Electronic accessories,1,80.661,2019-02-13,18:27:00,Ewallet,7.2,76.82,76.82
308-47-4913,A,Member,Female,Sports and travel,10,548.73,2019-03-09,12:45:00,Credit card,6.2,522.6,52.260000000000005
885-17-6250,A,Normal,Female,Health and beauty,1,83.727,2019-03-06,10:36:00,Ewallet,7.3,79.74,79.74
726-27-2396,A,Normal,Female,Health and beauty,5,406.875,2019-01-24,20:36:00,Ewallet,4.3,387.5,77.5
316-01-3952,A,Normal,Female,Food and beverages,5,284.9175,2019-03-13,14:16:00,Ewallet,4.6,271.35,54.27
760-54-1821,B,Normal,Male,Home and lifestyle,9,128.4255,2019-03-15,10:26:00,Cash,5.8,122.30999999999999,13.589999999999998
793-10-3222,B,Member,Female,Health and beauty,6,258.678,2019-03-05,13:30:00,Credit card,8.3,246.35999999999999,41.059999999999995
346-12-3257,B,Member,Male,Electronic accessories,9,181.818,2019-03-04,16:28:00,Cash,8,173.16,19.24
110-05-6330,C,Normal,Female,Food and beverages,6,248.409,2019-03-25,20:18:00,Credit card,9.4,236.57999999999998,39.43
651-61-0874,C,Normal,Male,Home and lifestyle,4,194.124,2019-03-12,20:04:00,Credit card,6.2,184.88,46.22
236-86-3015,C,Member,Male,Home and lifestyle,1,14.679,2019-02-04,13:38:00,Ewallet,9.8,13.98,13.98
831-64-0259,B,Normal,Female,Fashion accessories,5,208.6875,2019-02-22,10:43:00,Ewallet,9.6,198.75,39.75
587-03-7455,C,Member,Female,Fashion accessories,7,718.7565,2019-02-16,17:30:00,Ewallet,4.9,684.53,97.78999999999999
882-40-4577,A,Member,Male,Sports and travel,4,282.492,2019-01-19,15:28:00,Credit card,8,269.04,67.26
732-67-5346,A,Normal,Male,Food and beverages,5,72.3975,2019-01-11,19:07:00,Credit card,7.8,68.94999999999999,13.789999999999997
725-32-9708,B,Member,Female,Fashion accessories,4,288.582,2019-01-04,19:01:00,Cash,4.1,274.84,68.71
256-08-8343,A,Normal,Female,Home and lifestyle,4,237.426,2019-03-04,19:48:00,Ewallet,5.5,226.11999999999998,56.529999999999994
372-26-1506,C,Normal,Female,Fashion accessories,5,125.055,2019-01-28,19:24:00,Ewallet,5.4,119.10000000000001,23.82
244-08-0162,B,Normal,Female,Health and beauty,10,359.205,2019-01-02,13:00:00,Cash,5.1,342.09999999999997,34.209999999999994
569-71-4390,B,Normal,Male,Sports and travel,2,45.927,2019-01-25,14:29:00,Ewallet,6.9,43.739999999999995,21.869999999999997
132-23-6451,A,Member,Male,Health and beauty,5,110.0925,2019-01-04,13:21:00,Cash,7.8,104.85,20.97
696-90-2548,A,Normal,Male,Sports and travel,3,81.396,2019-03-10,18:55:00,Ewallet,6.6,77.52,25.84
472-15-9636,A,Normal,Male,Home and lifestyle,8,427.812,2019-03-22,19:36:00,Ewallet,9.2,407.44,50.93
268-03-6164,B,Normal,Male,Health and beauty,1,100.9155,2019-01-25,16:28:00,Ewallet,7.8,96.10999999999999,96.10999999999999
750-57-9686,C,Normal,Female,Home and lifestyle,4,190.596,2019-01-08,13:48:00,Credit card,8.7,181.51999999999998,45.379999999999995
186-09-3669,C,Member,Female,Health and beauty,1,85.5855,2019-01-22,10:57:00,Ewallet,9.2,81.50999999999999,81.50999999999999
848-07-1692,B,Normal,Female,Health and beauty,2,120.162,2019-01-12,17:13:00,Ewallet,8.3,114.44,57.22
745-71-3520,A,Member,Female,Electronic accessories,7,185.367,2019-02-04,10:23:00,Cash,8.2,176.54,25.22
266-76-6436,C,Member,Female,Food and beverages,3,121.59,2019-03-28,13:57:00,Ewallet,7.5,115.8,38.6
740-22-2500,C,Normal,Female,Electronic accessories,3,264.7575,2019-01-23,13:29:00,Cash,9.8,252.14999999999998,84.05
271-88-8734,C,Member,Female,Fashion accessories,10,1020.705,2019-02-08,13:00:00,Credit card,8.7,972.1,97.21000000000001
301-81-8610,B,Member,Male,Fashion accessories,8,213.528,2019-03-19,19:42:00,Credit card,6.7,203.35999999999999,25.419999999999998
489-64-4354,C,Normal,Male,Fashion accessories,1,17.094,2019-03-09,15:36:00,Cash,5,16.28,16.28
198-84-7132,B,Member,Male,Fashion accessories,9,383.7645,2019-01-02,13:40:00,Cash,7,365.49,40.61
269-10-8440,A,Member,Male,Health and beauty,7,390.7995,2019-01-21,18:01:00,Cash,8.9,372.19,53.17
650-98-6268,B,Member,Female,Food and beverages,3,65.7405,2019-03-20,13:53:00,Credit card,8,62.60999999999999,20.869999999999997
741-73-3559,B,Normal,Male,Sports and travel,5,353.1675,2019-02-27,17:27:00,Cash,6.9,336.35,67.27000000000001
325-77-6186,A,Member,Female,Home and lifestyle,10,951.825,2019-03-08,10:53:00,Ewallet,7.3,906.5,90.65
286-75-7818,B,Normal,Male,Fashion accessories,2,145.068,2019-01-31,19:48:00,Credit card,6.9,138.16,69.08
574-57-9721,C,Normal,Male,Food and beverages,2,90.867,2019-03-08,16:53:00,Ewallet,5.7,86.54,43.27
459-50-7686,A,Normal,Female,Electronic accessories,6,147.798,2019-01-13,19:14:00,Ewallet,6.4,140.76,23.459999999999997
616-87-0016,B,Normal,Male,Fashion accessories,7,702.219,2019-03-09,14:36:00,Credit card,9.6,668.78,95.53999999999999
837-55-7229,B,Normal,Female,Fashion accessories,1,49.812,2019-02-22,18:19:00,Credit card,6.8,47.44,47.44
751-69-0068,C,Normal,Male,Sports and travel,9,937.818,2019-03-19,19:09:00,Ewallet,9,893.16,99.24
257-73-1380,C,Member,Male,Sports and travel,4,348.306,2019-01-20,16:51:00,Ewallet,9.6,331.71999999999997,82.92999999999999
345-08-4992,A,Normal,Male,Home and lifestyle,6,214.137,2019-03-08,15:37:00,Credit card,7.7,203.94,33.99
549-96-4200,C,Member,Male,Food and beverages,4,71.568,2019-03-08,20:15:00,Ewallet,7,68.16,17.04
810-60-6344,C,Normal,Female,Electronic accessories,8,343.224,2019-02-07,14:38:00,Credit card,6.5,326.88,40.86
450-28-2866,C,Member,Male,Food and beverages,5,91.56,2019-01-15,19:25:00,Cash,8.1,87.2,17.44
394-30-3170,B,Member,Female,Sports and travel,8,742.812,2019-03-22,19:35:00,Credit card,4.3,707.4399999999999,88.42999999999999
138-17-5109,A,Member,Female,Home and lifestyle,9,843.0345,2019-01-15,15:42:00,Credit card,6.5,802.89,89.21
192-98-7397,C,Normal,Male,Fashion accessories,1,13.419,2019-01-08,14:11:00,Ewallet,9.5,12.78,12.78
301-11-9629,A,Normal,Female,Sports and travel,7,140.385,2019-01-15,10:43:00,Cash,9.7,133.7,19.099999999999998
390-80-5128,B,Member,Female,Health and beauty,1,20.1075,2019-01-28,17:58:00,Credit card,9.5,19.150000000000002,19.150000000000002
235-46-8343,C,Member,Male,Food and beverages,10,290.43,2019-02-14,11:26:00,Credit card,8.9,276.6,27.660000000000004
